wl(nm),I(A.U)
771.3272,0.999772084
771.32685,0.999775027
771.3265,0.999777881
771.32615,0.99978065
771.3258,0.999783337
771.32545,0.999785944
771.3251,0.99978847
771.32475,0.999790922
771.3244,0.999793302
771.32405,0.999795611
771.3237,0.999797852
771.32335,0.999800027
771.323,0.999802137
771.32265,0.999804186
771.3223,0.999806173
771.32195,0.999808101
771.3216,0.999809972
771.32125,0.999811787
771.3209,0.99981355
771.32055,0.999815259
771.3202,0.999816919
771.31985,0.999818528
771.3195,0.99982009
771.31915,0.999821603
771.3188,0.999823071
771.31845,0.999824495
771.3181,0.999825875
771.31775,0.999827214
771.3174,0.999828512
771.31705,0.999829769
771.3167,0.999830989
771.31635,0.999832169
771.316,0.999833312
771.31565,0.999834419
771.3153,0.999835491
771.31495,0.999836529
771.3146,0.999837533
771.31425,0.999838504
771.3139,0.999839442
771.31355,0.999840349
771.3132,0.999841223
771.31285,0.999842067
771.3125,0.999842881
771.31215,0.999843665
771.3118,0.999844419
771.31145,0.999845143
771.3111,0.999845839
771.31075,0.999846506
771.3104,0.999847144
771.31005,0.999847754
771.3097,0.999848336
771.30935,0.99984889
771.309,0.999849418
771.30865,0.999849918
771.3083,0.999850392
771.30795,0.999850839
771.3076,0.999851259
771.30725,0.999851654
771.3069,0.999852023
771.30655,0.999852366
771.3062,0.999852685
771.30585,0.999852978
771.3055,0.999853247
771.30515,0.999853491
771.3048,0.999853711
771.30445,0.999853905
771.3041,0.999854076
771.30375,0.999854222
771.3034,0.999854345
771.30305,0.999854443
771.3027,0.999854517
771.30235,0.999854567
771.302,0.999854593
771.30165,0.999854594
771.3013,0.999854571
771.30095,0.999854524
771.3006,0.999854452
771.30025,0.999854357
771.2999,0.999854237
771.29955,0.999854093
771.2992,0.999853925
771.29885,0.999853731
771.2985,0.999853514
771.29815,0.999853272
771.2978,0.999853005
771.29745,0.999852714
771.2971,0.999852399
771.29675,0.999852059
771.2964,0.999851694
771.29605,0.999851303
771.2957,0.999850887
771.29535,0.999850446
771.295,0.999849979
771.29465,0.999849486
771.2943,0.999848967
771.29395,0.999848421
771.2936,0.999847848
771.29325,0.999847248
771.2929,0.999846618
771.29255,0.999845961
771.2922,0.999845275
771.29185,0.999844559
771.2915,0.999843813
771.29115,0.999843037
771.2908,0.999842229
771.29045,0.999841388
771.2901,0.999840514
771.28975,0.999839606
771.2894,0.999838664
771.28905,0.999837685
771.2887,0.99983667
771.28835,0.999835617
771.288,0.999834525
771.28765,0.999833393
771.2873,0.999832219
771.28695,0.999831001
771.2866,0.999829739
771.28625,0.999828432
771.2859,0.999827078
771.28555,0.999825675
771.2852,0.999824223
771.28485,0.999822719
771.2845,0.999821162
771.28415,0.999819548
771.2838,0.999817879
771.28345,0.999816152
771.2831,0.999814365
771.28275,0.999812517
771.2824,0.999810607
771.28205,0.999808631
771.2817,0.999806588
771.28135,0.999804475
771.281,0.999802291
771.28065,0.999800034
771.2803,0.999797702
771.27995,0.999795292
771.2796,0.999792802
771.27925,0.99979023
771.2789,0.999787571
771.27855,0.999784821
771.2782,0.999781978
771.27785,0.99977904
771.2775,0.999776001
771.27715,0.999772859
771.2768,0.99976961
771.27645,0.999766248
771.2761,0.999762769
771.27575,0.999759166
771.2754,0.999755433
771.27505,0.999751566
771.2747,0.99974756
771.27435,0.999743408
771.274,0.999739104
771.27365,0.999734639
771.2733,0.999730008
771.27295,0.9997252
771.2726,0.999720203
771.27225,0.999715012
771.2719,0.999709619
771.27155,0.999704013
771.2712,0.999698182
771.27085,0.999692117
771.2705,0.999685804
771.27015,0.99967923
771.2698,0.999672374
771.26945,0.999665225
771.2691,0.99965777
771.26875,0.999649991
771.2684,0.999641869
771.26805,0.999633385
771.2677,0.999624517
771.26735,0.999615242
771.267,0.999605527
771.26665,0.999595344
771.2663,0.99958467
771.26595,0.999573474
771.2656,0.999561721
771.26525,0.999549374
771.2649,0.999536392
771.26455,0.999522729
771.2642,0.999508334
771.26385,0.999493132
771.2635,0.999477085
771.26315,0.999460129
771.2628,0.999442192
771.26245,0.999423195
771.2621,0.999403051
771.26175,0.999381663
771.2614,0.999358924
771.26105,0.999334665
771.2607,0.999308783
771.26035,0.999281131
771.26,0.999251536
771.25965,0.999219805
771.2593,0.999185715
771.25895,0.999149017
771.2586,0.999109422
771.25825,0.999066537
771.2579,0.999019968
771.25755,0.998969323
771.2572,0.998914094
771.25685,0.998853692
771.2565,0.998787436
771.25615,0.998714542
771.2558,0.998634114
771.25545,0.998545064
771.2551,0.998445964
771.25475,0.998335697
771.2544,0.998212714
771.25405,0.998075252
771.2537,0.997921321
771.25335,0.997748697
771.253,0.997554918
771.25265,0.997337292
771.2523,0.997092034
771.25195,0.996816556
771.2516,0.996507754
771.25125,0.996162334
771.2509,0.995777039
771.25055,0.995348765
771.2502,0.9948747
771.24985,0.994352486
771.2495,0.993779502
771.24915,0.993154927
771.2488,0.99247986
771.24845,0.991755833
771.2481,0.990985815
771.24775,0.990174358
771.2474,0.989327705
771.24705,0.988453845
771.2467,0.987562461
771.24635,0.98666535
771.246,0.985775982
771.24565,0.984908488
771.2453,0.984077801
771.24495,0.983299242
771.2446,0.982588041
771.24425,0.981958836
771.2439,0.981425151
771.24355,0.981002293
771.2432,0.980697791
771.24285,0.980518098
771.2425,0.980467433
771.24215,0.980547031
771.2418,0.9807551
771.24145,0.981086881
771.2411,0.981534846
771.24075,0.982090598
771.2404,0.982741253
771.24005,0.98347118
771.2397,0.984265515
771.23935,0.985108885
771.239,0.985985917
771.23865,0.986881707
771.2383,0.987782234
771.23795,0.988674592
771.2376,0.989546614
771.23725,0.990389087
771.2369,0.991194335
771.23655,0.991956443
771.2362,0.992671195
771.23585,0.993335952
771.2355,0.993949493
771.23515,0.99451183
771.2348,0.995022653
771.23445,0.995485076
771.2341,0.995901941
771.23375,0.996276215
771.2334,0.996611121
771.23305,0.99691
771.2327,0.997176204
771.23235,0.997412999
771.232,0.997623124
771.23165,0.997809623
771.2313,0.997975625
771.23095,0.998123559
771.2306,0.998255608
771.23025,0.998373719
771.2299,0.99847961
771.22955,0.998574788
771.2292,0.998660522
771.22885,0.998737791
771.2285,0.998807849
771.22815,0.998871555
771.2278,0.998929661
771.22745,0.998982819
771.2271,0.999031591
771.22675,0.999076464
771.2264,0.999117859
771.22605,0.999156066
771.2257,0.999191474
771.22535,0.999224377
771.225,0.999255016
771.22465,0.999283598
771.2243,0.999310311
771.22395,0.999335318
771.2236,0.999358765
771.22325,0.999380762
771.2229,0.999401428
771.22255,0.999420892
771.2222,0.999439246
771.22185,0.999456576
771.2215,0.999472957
771.22115,0.999488457
771.2208,0.99950314
771.22045,0.999517059
771.2201,0.99953025
771.21975,0.999542782
771.2194,0.9995547
771.21905,0.999566041
771.2187,0.999576844
771.21835,0.99958714
771.218,0.999596961
771.21765,0.999606334
771.2173,0.999615277
771.21695,0.999623822
771.2166,0.999631994
771.21625,0.999639815
771.2159,0.999647303
771.21555,0.999654477
771.2152,0.999661354
771.21485,0.999667949
771.2145,0.999674273
771.21415,0.99968034
771.2138,0.999686167
771.21345,0.999691766
771.2131,0.999697149
771.21275,0.999702326
771.2124,0.999707307
771.21205,0.999712102
771.2117,0.999716719
771.21135,0.99972116
771.211,0.999725441
771.21065,0.999729567
771.2103,0.999733545
771.20995,0.999737383
771.2096,0.999741085
771.20925,0.999744658
771.2089,0.999748107
771.20855,0.999751434
771.2082,0.999754646
771.20785,0.999757749
771.2075,0.999760747
771.20715,0.999763643
771.2068,0.999766442
771.20645,0.999769148
771.2061,0.999771763
771.20575,0.999774291
771.2054,0.999776733
771.20505,0.999779095
771.2047,0.999781379
771.20435,0.999783588
771.204,0.999785725
771.20365,0.999787793
771.2033,0.999789793
771.20295,0.999791727
771.2026,0.999793597
771.20225,0.999795406
771.2019,0.999797156
771.20155,0.99979885
771.2012,0.999800488
771.20085,0.999802074
771.2005,0.999803607
771.20015,0.999805091
771.1998,0.999806526
771.19945,0.999807913
771.1991,0.999809255
771.19875,0.999810553
771.1984,0.999811808
771.19805,0.999813022
771.1977,0.999814196
771.19735,0.999815331
771.197,0.999816427
771.19665,0.999817487
771.1963,0.999818511
771.19595,0.9998195
771.1956,0.999820456
771.19525,0.999821379
771.1949,0.999822271
771.19455,0.999823132
771.1942,0.999823963
771.19385,0.999824765
771.1935,0.999825538
771.19315,0.999826284
771.1928,0.999827003
771.19245,0.999827696
771.1921,0.999828365
771.19175,0.999829008
771.1914,0.999829628
771.19105,0.999830225
771.1907,0.999830798
771.19035,0.99983135
771.19,0.99983188
771.18965,0.999832389
771.1893,0.999832878
771.18895,0.999833347
771.1886,0.999833795
771.18825,0.999834224
771.1879,0.999834634
771.18755,0.999835025
771.1872,0.999835396
771.18685,0.99983575
771.1865,0.999836085
771.18615,0.999836402
771.1858,0.999836701
771.18545,0.999836982
771.1851,0.999837245
771.18475,0.99983749
771.1844,0.999837718
771.18405,0.999837928
771.1837,0.999838122
771.18335,0.999838298
771.183,0.999838458
771.18265,0.999838601
771.1823,0.999838727
771.18195,0.999838837
771.1816,0.999838931
771.18125,0.99983901
771.1809,0.999839072
771.18055,0.99983912
771.1802,0.999839152
771.17985,0.999839169
771.1795,0.999839171
771.17915,0.999839158
771.1788,0.999839131
771.17845,0.99983909
771.1781,0.999839034
771.17775,0.999838965
771.1774,0.999838881
771.17705,0.999838784
771.1767,0.999838673
771.17635,0.999838547
771.176,0.999838409
771.17565,0.999838256
771.1753,0.999838091
771.17495,0.999837912
771.1746,0.999837719
771.17425,0.999837513
771.1739,0.999837294
771.17355,0.999837061
771.1732,0.999836814
771.17285,0.999836554
771.1725,0.99983628
771.17215,0.999835992
771.1718,0.999835691
771.17145,0.999835377
771.1711,0.999835048
771.17075,0.999834706
771.1704,0.99983435
771.17005,0.99983398
771.1697,0.999833595
771.16935,0.999833197
771.169,0.999832785
771.16865,0.999832359
771.1683,0.999831919
771.16795,0.999831465
771.1676,0.999830996
771.16725,0.999830513
771.1669,0.999830016
771.16655,0.999829504
771.1662,0.999828978
771.16585,0.999828438
771.1655,0.999827883
771.16515,0.999827313
771.1648,0.999826728
771.16445,0.999826129
771.1641,0.999825514
771.16375,0.999824884
771.1634,0.999824239
771.16305,0.999823579
771.1627,0.999822903
771.16235,0.999822211
771.162,0.999821504
771.16165,0.99982078
771.1613,0.999820039
771.16095,0.999819282
771.1606,0.999818508
771.16025,0.999817717
771.1599,0.999816909
771.15955,0.999816083
771.1592,0.99981524
771.15885,0.999814379
771.1585,0.999813499
771.15815,0.999812602
771.1578,0.999811685
771.15745,0.999810751
771.1571,0.999809797
771.15675,0.999808824
771.1564,0.999807832
771.15605,0.999806821
771.1557,0.999805789
771.15535,0.999804737
771.155,0.999803666
771.15465,0.999802574
771.1543,0.999801461
771.15395,0.999800327
771.1536,0.999799171
771.15325,0.999797994
771.1529,0.999796793
771.15255,0.99979557
771.1522,0.999794324
771.15185,0.999793053
771.1515,0.999791759
771.15115,0.999790439
771.1508,0.999789094
771.15045,0.999787723
771.1501,0.999786325
771.14975,0.999784899
771.1494,0.999783445
771.14905,0.999781962
771.1487,0.99978045
771.14835,0.999778908
771.148,0.999777337
771.14765,0.999775734
771.1473,0.9997741
771.14695,0.999772433
771.1466,0.999770734
771.14625,0.999769002
771.1459,0.999767237
771.14555,0.999765437
771.1452,0.999763603
771.14485,0.999761734
771.1445,0.99975983
771.14415,0.999757887
771.1438,0.999755907
771.14345,0.999753888
771.1431,0.999751829
771.14275,0.99974973
771.1424,0.999747589
771.14205,0.999745404
771.1417,0.999743174
771.14135,0.999740897
771.141,0.999738571
771.14065,0.999736195
771.1403,0.999733768
771.13995,0.999731287
771.1396,0.999728751
771.13925,0.999726158
771.1389,0.999723506
771.13855,0.999720794
771.1382,0.999718017
771.13785,0.999715176
771.1375,0.999712268
771.13715,0.999709293
771.1368,0.999706248
771.13645,0.999703131
771.1361,0.999699941
771.13575,0.999696675
771.1354,0.99969333
771.13505,0.999689904
771.1347,0.999686397
771.13435,0.999682806
771.134,0.999679128
771.13365,0.999675362
771.1333,0.999671504
771.13295,0.999667553
771.1326,0.999663504
771.13225,0.999659352
771.1319,0.999655098
771.13155,0.999650737
771.1312,0.999646267
771.13085,0.999641684
771.1305,0.999636984
771.13015,0.999632164
771.1298,0.999627219
771.12945,0.999622141
771.1291,0.99961693
771.12875,0.99961158
771.1284,0.999606087
771.12805,0.999600445
771.1277,0.999594649
771.12735,0.999588694
771.127,0.999582571
771.12665,0.999576273
771.1263,0.999569791
771.12595,0.999563121
771.1256,0.999556255
771.12525,0.999549185
771.1249,0.999541903
771.12455,0.9995344
771.1242,0.999526666
771.12385,0.999518691
771.1235,0.999510458
771.12315,0.999501964
771.1228,0.999493199
771.12245,0.999484151
771.1221,0.999474808
771.12175,0.999465158
771.1214,0.999455188
771.12105,0.999444884
771.1207,0.999434221
771.12035,0.999423189
771.12,0.999411773
771.11965,0.999399956
771.1193,0.999387716
771.11895,0.999375033
771.1186,0.999361884
771.11825,0.999348243
771.1179,0.999334077
771.11755,0.999319352
771.1172,0.999304049
771.11685,0.999288133
771.1165,0.999271571
771.11615,0.999254326
771.1158,0.999236356
771.11545,0.999217621
771.1151,0.999198074
771.11475,0.999177635
771.1144,0.999156279
771.11405,0.999133949
771.1137,0.999110584
771.11335,0.999086116
771.113,0.999060473
771.11265,0.999033577
771.1123,0.999005341
771.11195,0.99897564
771.1116,0.998944378
771.11125,0.998911461
771.1109,0.998876762
771.11055,0.998840148
771.1102,0.998801468
771.10985,0.998760557
771.1095,0.998717235
771.10915,0.998671274
771.1088,0.998622394
771.10845,0.998570409
771.1081,0.998515038
771.10775,0.998455965
771.1074,0.998392837
771.10705,0.998325252
771.1067,0.998252753
771.10635,0.998174818
771.106,0.998090648
771.10565,0.997999659
771.1053,0.997901048
771.10495,0.997793828
771.1046,0.997676823
771.10425,0.997548615
771.1039,0.997407485
771.10355,0.997251347
771.1032,0.997077335
771.10285,0.996882198
771.1025,0.996662566
771.10215,0.996414095
771.1018,0.996131653
771.10145,0.995809123
771.1011,0.99543914
771.10075,0.995012832
771.1004,0.994519345
771.10005,0.993943431
771.0997,0.993272327
771.09935,0.992489042
771.099,0.99157431
771.09865,0.990506597
771.0983,0.989262223
771.09795,0.987815626
771.0976,0.986139799
771.09725,0.984200023
771.0969,0.981970992
771.09655,0.979428913
771.0962,0.976550179
771.09585,0.973315449
771.0955,0.969711344
771.09515,0.96573223
771.0948,0.961381996
771.09445,0.956672157
771.0941,0.951628571
771.09375,0.946302541
771.0934,0.940751522
771.09305,0.935047174
771.0927,0.929274545
771.09235,0.923530504
771.092,0.917921436
771.09165,0.912560234
771.0913,0.907578168
771.09095,0.903083068
771.0906,0.899181974
771.09025,0.895972179
771.0899,0.893536329
771.08955,0.891938837
771.0892,0.891223017
771.08885,0.8914091
771.0885,0.892509209
771.08815,0.894490069
771.0878,0.897284872
771.08745,0.900820696
771.0871,0.905007816
771.08675,0.909743536
771.0864,0.914916428
771.08605,0.920410716
771.0857,0.926111039
771.08535,0.93190331
771.085,0.937678366
771.08465,0.943343759
771.0843,0.94881978
771.08395,0.954040693
771.0836,0.958955244
771.08325,0.963526493
771.0829,0.967731079
771.08255,0.971548321
771.0822,0.97498536
771.08185,0.978055065
771.0815,0.980774203
771.08115,0.983164731
771.0808,0.985252135
771.08045,0.987063945
771.0801,0.98862846
771.07975,0.989971346
771.0794,0.991119065
771.07905,0.992101358
771.0787,0.992941171
771.07835,0.993659165
771.078,0.994273663
771.07765,0.994800694
771.0773,0.995254104
771.07695,0.99564571
771.0766,0.995984075
771.07625,0.996279351
771.0759,0.99653832
771.07555,0.996766535
771.0752,0.996968616
771.07485,0.997148475
771.0745,0.997309439
771.07415,0.997454318
771.0738,0.997585224
771.07345,0.997704218
771.0731,0.997813027
771.07275,0.997912909
771.0724,0.998004907
771.07205,0.998089892
771.0717,0.998168606
771.07135,0.998241682
771.071,0.998309639
771.07065,0.998372874
771.0703,0.998431937
771.06995,0.998487192
771.0696,0.998538958
771.06925,0.998587522
771.0689,0.998633137
771.06855,0.998676031
771.0682,0.998716409
771.06785,0.998754399
771.0675,0.998790218
771.06715,0.998824034
771.0668,0.998855984
771.06645,0.998886193
771.0661,0.998914776
771.06575,0.998941837
771.0654,0.998967473
771.06505,0.998991757
771.0647,0.999014765
771.06435,0.9990366
771.064,0.999057332
771.06365,0.999077025
771.0633,0.999095739
771.06295,0.99911353
771.0626,0.99913045
771.06225,0.999146547
771.0619,0.999161841
771.06155,0.9991764
771.0612,0.999190264
771.06085,0.999203469
771.0605,0.999216048
771.06015,0.999228032
771.0598,0.999239453
771.05945,0.999250337
771.0591,0.999260702
771.05875,0.999270576
771.0584,0.999279991
771.05805,0.999288969
771.0577,0.99929753
771.05735,0.999305695
771.057,0.999313482
771.05665,0.999320909
771.0563,0.999327989
771.05595,0.999334733
771.0556,0.999341162
771.05525,0.999347291
771.0549,0.999353129
771.05455,0.999358688
771.0542,0.999363976
771.05385,0.999369003
771.0535,0.999373774
771.05315,0.999378291
771.0528,0.999382561
771.05245,0.999386593
771.0521,0.999390389
771.05175,0.999393952
771.0514,0.999397285
771.05105,0.999400389
771.0507,0.999403265
771.05035,0.999405911
771.05,0.999408327
771.04965,0.999410517
771.0493,0.999412481
771.04895,0.999414219
771.0486,0.999415733
771.04825,0.99941702
771.0479,0.999418081
771.04755,0.999418917
771.0472,0.999419519
771.04685,0.999419894
771.0465,0.999420042
771.04615,0.999419963
771.0458,0.999419657
771.04545,0.999419122
771.0451,0.999418359
771.04475,0.999417365
771.0444,0.999416136
771.04405,0.999414672
771.0437,0.999412974
771.04335,0.999411039
771.043,0.999408867
771.04265,0.999406453
771.0423,0.999403796
771.04195,0.999400892
771.0416,0.999397735
771.04125,0.999394315
771.0409,0.999390633
771.04055,0.999386685
771.0402,0.999382464
771.03985,0.999377962
771.0395,0.999373172
771.03915,0.999368084
771.0388,0.99936269
771.03845,0.99935697
771.0381,0.999350917
771.03775,0.999344521
771.0374,0.999337767
771.03705,0.999330639
771.0367,0.999323122
771.03635,0.999315196
771.036,0.999306842
771.03565,0.999298033
771.0353,0.999288738
771.03495,0.999278943
771.0346,0.999268619
771.03425,0.999257738
771.0339,0.999246267
771.03355,0.99923417
771.0332,0.99922141
771.03285,0.999207947
771.0325,0.99919371
771.03215,0.99917867
771.0318,0.999162775
771.03145,0.999145968
771.0311,0.999128185
771.03075,0.999109355
771.0304,0.999089401
771.03005,0.999068239
771.0297,0.999045749
771.02935,0.999021824
771.029,0.998996366
771.02865,0.998969245
771.0283,0.998940314
771.02795,0.998909408
771.0276,0.99887634
771.02725,0.9988409
771.0269,0.998802838
771.02655,0.998761794
771.0262,0.998717529
771.02585,0.998669683
771.0255,0.99861784
771.02515,0.998561524
771.0248,0.998500188
771.02445,0.998433208
771.0241,0.99835987
771.02375,0.998279171
771.0234,0.998190246
771.02305,0.99809211
771.0227,0.997983565
771.02235,0.997863257
771.022,0.997729669
771.02165,0.997581119
771.0213,0.99741576
771.02095,0.997231385
771.0206,0.99702544
771.02025,0.996796105
771.0199,0.996541039
771.01955,0.996257886
771.0192,0.99594435
771.01885,0.995598275
771.0185,0.995217757
771.01815,0.994801252
771.0178,0.994346611
771.01745,0.9938544
771.0171,0.993325246
771.01675,0.992760556
771.0164,0.992162786
771.01605,0.991535553
771.0157,0.990883688
771.01535,0.990213275
771.015,0.989531588
771.01465,0.988847585
771.0143,0.988171045
771.01395,0.987512318
771.0136,0.986882275
771.01325,0.986291999
771.0129,0.985752443
771.01255,0.985274066
771.0122,0.984866576
771.01185,0.984541055
771.0115,0.984301846
771.01115,0.984153716
771.0108,0.984099381
771.01045,0.984139393
771.0101,0.984272111
771.00975,0.984493761
771.0094,0.984798573
771.00905,0.985180392
771.0087,0.985629027
771.00835,0.986133235
771.008,0.986681996
771.00765,0.987263917
771.0073,0.987867598
771.00695,0.988481955
771.0066,0.989096515
771.00625,0.98970152
771.0059,0.990287678
771.00555,0.990847912
771.0052,0.991376096
771.00485,0.991867287
771.0045,0.992317664
771.00415,0.992724424
771.0038,0.993085636
771.00345,0.993400076
771.0031,0.993665764
771.00275,0.993883213
771.0024,0.994052462
771.00205,0.994173086
771.0017,0.994244357
771.00135,0.994265074
771.001,0.994233414
771.00065,0.994146748
771.0003,0.994000605
770.99995,0.993789047
770.9996,0.993506478
770.99925,0.993144181
770.9989,0.992691396
770.99855,0.992135177
770.9982,0.991460273
770.99785,0.990649065
770.9975,0.989681572
770.99715,0.988529053
770.9968,0.987171641
770.99645,0.985583857
770.9961,0.983739109
770.99575,0.981610902
770.9954,0.979173946
770.99505,0.976405471
770.9947,0.973286741
770.99435,0.969798233
770.994,0.96593515
770.99365,0.961708229
770.9933,0.95713343
770.99295,0.952239168
770.9926,0.947067313
770.99225,0.9416737
770.9919,0.936128047
770.99155,0.930513303
770.9912,0.924928923
770.99085,0.919481882
770.9905,0.914282907
770.99015,0.90944508
770.9898,0.905079812
770.98945,0.901292605
770.9891,0.898178811
770.98875,0.895819622
770.9884,0.894298105
770.98805,0.893648148
770.9877,0.893878317
770.98735,0.89498267
770.987,0.896932007
770.98665,0.899675194
770.9863,0.903141444
770.98595,0.90724341
770.9856,0.911884412
770.98525,0.916957623
770.9849,0.92233606
770.98455,0.927906882
770.9842,0.933561594
770.98385,0.93919939
770.9835,0.944729854
770.98315,0.950074952
770.9828,0.955170288
770.98245,0.959956264
770.9821,0.964402632
770.98175,0.968489748
770.9814,0.972208048
770.98105,0.975558335
770.9807,0.978550063
770.98035,0.981199558
770.98,0.983528267
770.97965,0.985557602
770.9793,0.987313981
770.97895,0.98883116
770.9786,0.990136443
770.97825,0.991255984
770.9779,0.992214252
770.97755,0.993033672
770.9772,0.993734442
770.97685,0.994334468
770.9765,0.994847127
770.97615,0.995288916
770.9758,0.995671254
770.97545,0.996003682
770.9751,0.996294149
770.97475,0.996549222
770.9744,0.996774314
770.97405,0.996973929
770.9737,0.997151548
770.97335,0.997310597
770.973,0.997454099
770.97265,0.997584287
770.9723,0.99770299
770.97195,0.997811703
770.9716,0.997911656
770.97125,0.998003869
770.9709,0.998089175
770.97055,0.998168161
770.9702,0.998241646
770.96985,0.998310162
770.9695,0.998374173
770.96915,0.998434087
770.9688,0.998490264
770.96845,0.998543023
770.9681,0.998592649
770.96775,0.998639337
770.9674,0.998683357
770.96705,0.998724944
770.9667,0.998764282
770.96635,0.998801537
770.966,0.998836859
770.96565,0.998870386
770.9653,0.998902242
770.96495,0.998932529
770.9646,0.998961331
770.96425,0.998988781
770.9639,0.999014965
770.96355,0.999039963
770.9632,0.999063847
770.96285,0.999086685
770.9625,0.99910854
770.96215,0.999129468
770.9618,0.999149501
770.96145,0.999168708
770.9611,0.999187142
770.96075,0.999204846
770.9604,0.999221859
770.96005,0.99923822
770.9597,0.999253964
770.95935,0.999269123
770.959,0.999283723
770.95865,0.999297788
770.9583,0.999311357
770.95795,0.999324455
770.9576,0.999337104
770.95725,0.999349326
770.9569,0.99936114
770.95655,0.999372565
770.9562,0.999383618
770.95585,0.999394304
770.9555,0.999404648
770.95515,0.999414665
770.9548,0.999424368
770.95445,0.999433768
770.9541,0.999442878
770.95375,0.999451709
770.9534,0.99946027
770.95305,0.999468569
770.9527,0.999476615
770.95235,0.999484423
770.952,0.999492001
770.95165,0.999499359
770.9513,0.999506506
770.95095,0.999513449
770.9506,0.999520197
770.95025,0.999526757
770.9499,0.999533131
770.94955,0.999539332
770.9492,0.999545368
770.94885,0.999551243
770.9485,0.999556965
770.94815,0.999562538
770.9478,0.999567969
770.94745,0.999573261
770.9471,0.999578417
770.94675,0.999583443
770.9464,0.999588345
770.94605,0.999593126
770.9457,0.999597792
770.94535,0.999602344
770.945,0.999606788
770.94465,0.999611126
770.9443,0.999615361
770.94395,0.999619493
770.9436,0.99962353
770.94325,0.999627472
770.9429,0.999631324
770.94255,0.999635088
770.9422,0.999638766
770.94185,0.99964236
770.9415,0.999645873
770.94115,0.999649305
770.9408,0.999652659
770.94045,0.999655938
770.9401,0.999659144
770.93975,0.999662279
770.9394,0.999665344
770.93905,0.999668341
770.9387,0.999671273
770.93835,0.99967414
770.938,0.999676943
770.93765,0.999679687
770.9373,0.999682371
770.93695,0.999684999
770.9366,0.999687572
770.93625,0.999690093
770.9359,0.999692561
770.93555,0.999694981
770.9352,0.999697351
770.93485,0.999699674
770.9345,0.999701953
770.93415,0.999704189
770.9338,0.999706382
770.93345,0.999708535
770.9331,0.999710649
770.93275,0.999712724
770.9324,0.999714761
770.93205,0.999716761
770.9317,0.999718725
770.93135,0.999720654
770.931,0.999722548
770.93065,0.999724409
770.9303,0.999726237
770.92995,0.999728032
770.9296,0.999729795
770.92925,0.999731525
770.9289,0.999733225
770.92855,0.999734894
770.9282,0.999736534
770.92785,0.999738144
770.9275,0.999739726
770.92715,0.999741281
770.9268,0.999742808
770.92645,0.999744308
770.9261,0.999745783
770.92575,0.999747232
770.9254,0.999748657
770.92505,0.999750058
770.9247,0.999751436
770.92435,0.999752792
770.924,0.999754126
770.92365,0.999755438
770.9233,0.999756729
770.92295,0.999757999
770.9226,0.99975925
770.92225,0.999760481
770.9219,0.999761693
770.92155,0.999762887
770.9212,0.999764062
770.92085,0.999765219
770.9205,0.999766358
770.92015,0.99976748
770.9198,0.999768584
770.91945,0.999769671
770.9191,0.999770742
770.91875,0.999771796
770.9184,0.999772835
770.91805,0.999773857
770.9177,0.999774864
770.91735,0.999775855
770.917,0.999776831
770.91665,0.999777793
770.9163,0.99977874
770.91595,0.999779673
770.9156,0.999780592
770.91525,0.999781498
770.9149,0.99978239
770.91455,0.999783268
770.9142,0.999784134
770.91385,0.999784987
770.9135,0.999785828
770.91315,0.999786657
770.9128,0.999787474
770.91245,0.999788279
770.9121,0.999789073
770.91175,0.999789855
770.9114,0.999790626
770.91105,0.999791386
770.9107,0.999792135
770.91035,0.999792874
770.91,0.999793601
770.90965,0.999794319
770.9093,0.999795026
770.90895,0.999795723
770.9086,0.99979641
770.90825,0.999797086
770.9079,0.999797753
770.90755,0.99979841
770.9072,0.999799058
770.90685,0.999799696
770.9065,0.999800325
770.90615,0.999800944
770.9058,0.999801555
770.90545,0.999802156
770.9051,0.999802748
770.90475,0.999803332
770.9044,0.999803907
770.90405,0.999804473
770.9037,0.999805032
770.90335,0.999805582
770.903,0.999806124
770.90265,0.999806657
770.9023,0.999807183
770.90195,0.999807701
770.9016,0.999808212
770.90125,0.999808715
770.9009,0.99980921
770.90055,0.999809698
770.9002,0.999810179
770.89985,0.999810653
770.8995,0.99981112
770.89915,0.999811579
770.8988,0.999812032
770.89845,0.999812479
770.8981,0.999812918
770.89775,0.999813351
770.8974,0.999813778
770.89705,0.999814198
770.8967,0.999814612
770.89635,0.99981502
770.896,0.999815422
770.89565,0.999815817
770.8953,0.999816208
770.89495,0.999816592
770.8946,0.999816971
770.89425,0.999817344
770.8939,0.999817712
770.89355,0.999818075
770.8932,0.999818432
770.89285,0.999818785
770.8925,0.999819132
770.89215,0.999819475
770.8918,0.999819813
770.89145,0.999820146
770.8911,0.999820475
770.89075,0.999820799
770.8904,0.999821118
770.89005,0.999821434
770.8897,0.999821745
770.88935,0.999822052
770.889,0.999822355
770.88865,0.999822654
770.8883,0.99982295
770.88795,0.999823241
770.8876,0.999823529
770.88725,0.999823813
770.8869,0.999824094
770.88655,0.999824371
770.8862,0.999824645
770.88585,0.999824915
770.8855,0.999825183
770.88515,0.999825447
770.8848,0.999825708
770.88445,0.999825966
770.8841,0.999826221
770.88375,0.999826473
770.8834,0.999826723
770.88305,0.99982697
770.8827,0.999827214
770.88235,0.999827455
770.882,0.999827694
770.88165,0.99982793
770.8813,0.999828164
770.88095,0.999828395
770.8806,0.999828623
